parent	category_url	hasChildren	breadcrumbs	category_title	category_blurb
http://ggim.un.org/knowledgebase/KnowledgebaseCategory13.aspx	http://ggim.un.org/knowledgebase/KnowledgebaseCategory30.aspx	0	 >> Global >> UN-GGIM Resources Center >> Links to Geospatial Information Websites	Links to Geospatial Information Websites	
http://ggim.un.org/knowledgebase/KnowledgebaseCategory13.aspx	http://ggim.un.org/knowledgebase/KnowledgebaseCategory27.aspx	0	 >> Global >> UN-GGIM Resources Center >> Resource Documents	Resource Documents	
http://ggim.un.org/knowledgebase/KnowledgebaseCategory11.aspx	http://ggim.un.org/knowledgebase/KnowledgebaseCategory37.aspx	1	 >> Global >> Geodesy (Global Geodetic Reference Frame GGRF)	Geodesy (Global Geodetic Reference Frame GGRF)	"The UN Committee of Experts on Global Geospatial Information Management (UN-GGIM) recognized since its inception the growing demand for more precise positioning services, the economic importance of a global geodetic reference frame and the need to improve the global cooperation within geodesy. UN-GGIM created a Working Group for a Global Geodetic Reference Frame (GGRF), who formulated and facilitated a draft resolution for a Global Geodetic Reference Frame (GGRF), which was adopted by UN-GGIM in July 2014 and ECOSOC in November 2014. On 26 February 2015, the United Nations General Assembly adopted the UN resolution on Global Geodetic Reference Frame for Sustainable Development that was led by the Republic of Fiji. The Global Geodetic Reference Frame (GGRF) is a generic term describing the framework which allows users to precisely determine and express locations on the Earth, as well as to quantify changes of the Earth in space and time. Most areas of science and society at large depend on being able to determine positions at a high level of precision. At present the GGRF is realized through the International Terrestrial Reference Frame (ITRF), International Celestial Reference Frame (ICRF) and physical height systems.  For more details, please visit: http://www.unggrf.org/.
"
http://ggim.un.org/knowledgebase/KnowledgebaseCategory37.aspx	http://ggim.un.org/knowledgebase/KnowledgebaseCategory39.aspx	0	 >> Global >> Geodesy (Global Geodetic Reference Frame GGRF) >> Resolutions (UN-GGIM/ECOSOC)	Resolutions (UN-GGIM/ECOSOC)	
http://ggim.un.org/knowledgebase/KnowledgebaseCategory37.aspx	http://ggim.un.org/knowledgebase/KnowledgebaseCategory38.aspx	0	 >> Global >> Geodesy (Global Geodetic Reference Frame GGRF) >> Newsletters	Newsletters	
http://ggim.un.org/knowledgebase/KnowledgebaseCategory37.aspx	http://ggim.un.org/knowledgebase/KnowledgebaseCategory59.aspx	0	 >> Global >> Geodesy (Global Geodetic Reference Frame GGRF) >> Supporting Documents	Supporting Documents	
http://ggim.un.org/knowledgebase/KnowledgebaseCategory37.aspx	http://ggim.un.org/knowledgebase/KnowledgebaseCategory98.aspx	0	 >> Global >> Geodesy (Global Geodetic Reference Frame GGRF) >> Report	Report	
http://ggim.un.org/knowledgebase/KnowledgebaseCategory37.aspx	http://ggim.un.org/knowledgebase/KnowledgebaseCategory99.aspx	0	 >> Global >> Geodesy (Global Geodetic Reference Frame GGRF) >> Summary	Summary	
http://ggim.un.org/knowledgebase/KnowledgebaseCategory37.aspx	http://ggim.un.org/knowledgebase/KnowledgebaseCategory100.aspx	0	 >> Global >> Geodesy (Global Geodetic Reference Frame GGRF) >> Other Relevant Documents	Other Relevant Documents	
http://ggim.un.org/knowledgebase/KnowledgebaseCategory11.aspx	http://ggim.un.org/knowledgebase/KnowledgebaseCategory50.aspx	1	 >> Global >> Integration of Geo-Statistical Information	Integration of Geo-Statistical Information	In 2013, at each of their respective intergovernmental meetings, the United Nations Statistical Commission (STATCOM) and the United Nations Committee of Experts on Global Geospatial Information Management (UN-GGIM) “acknowledged the critical importance of integrating geospatial information with statistics and socio-economic data, and the need to develop a statistical-spatial framework, especially in the context of the on-going debate on the post-2015 development agenda”. They established in November 2013 an Expert Group on the Integration of Statistical and Geospatial Information (UN-EG-ISGI) to carry out work on developing a statistical-spatial framework as a global standard for the integration of statistical and geospatial information.
http://ggim.un.org/knowledgebase/KnowledgebaseCategory50.aspx	http://ggim.un.org/knowledgebase/KnowledgebaseCategory54.aspx	0	 >> Global >> Integration of Geo-Statistical Information >> UN EG-ISGI	UN EG-ISGI	
http://ggim.un.org/knowledgebase/KnowledgebaseCategory50.aspx	http://ggim.un.org/knowledgebase/KnowledgebaseCategory61.aspx	0	 >> Global >> Integration of Geo-Statistical Information >> Programme Review	Programme Review	
http://ggim.un.org/knowledgebase/KnowledgebaseCategory50.aspx	http://ggim.un.org/knowledgebase/KnowledgebaseCategory60.aspx	0	 >> Global >> Integration of Geo-Statistical Information >> Handbook	Handbook	
http://ggim.un.org/knowledgebase/KnowledgebaseCategory50.aspx	http://ggim.un.org/knowledgebase/KnowledgebaseCategory57.aspx	0	 >> Global >> Integration of Geo-Statistical Information >> Links to GeoStatistics	Links to GeoStatistics	
http://ggim.un.org/knowledgebase/KnowledgebaseCategory50.aspx	http://ggim.un.org/knowledgebase/KnowledgebaseCategory101.aspx	0	 >> Global >> Integration of Geo-Statistical Information >> Report	Report	
http://ggim.un.org/knowledgebase/KnowledgebaseCategory50.aspx	http://ggim.un.org/knowledgebase/KnowledgebaseCategory102.aspx	0	 >> Global >> Integration of Geo-Statistical Information >> Summary	Summary	
http://ggim.un.org/knowledgebase/KnowledgebaseCategory50.aspx	http://ggim.un.org/knowledgebase/KnowledgebaseCategory55.aspx	0	 >> Global >> Integration of Geo-Statistical Information >> Other Relevant Documents	Other Relevant Documents	
http://ggim.un.org/knowledgebase/KnowledgebaseCategory11.aspx	http://ggim.un.org/knowledgebase/KnowledgebaseCategory62.aspx	1	 >> Global >> Future Trends	Future Trends	Since the first session in October 2011, the United Nations Committee of Experts on Global Geospatial Information Management Committee has recognized the need to document the emerging trends in the geospatial information world over the next 5 to 10 years, and that such trends would help guide the work programme and frame the technical discussion of the Committee of Experts. An important reference document, “Future trends in geospatial information management- the five to ten year vision”, has been prepared and posted on the UN-GGIM website. It has been appreciated by many users and keeps the professional geospatial community abreast of new trends in geospatial information and particularly with the impact of these geospatial technologies. The first version was published in 2013 and has since been translated into all six official languages plus Korea and Japanese. Besides, the updated version has been available in 2015. Thus, it was decided to create a new item to be added to the knowledge base on the “Future Trends”. The version in 2013
http://ggim.un.org/knowledgebase/KnowledgebaseCategory62.aspx	http://ggim.un.org/knowledgebase/KnowledgebaseCategory85.aspx	0	 >> Global >> Future Trends >> Report	Report	
http://ggim.un.org/knowledgebase/KnowledgebaseCategory62.aspx	http://ggim.un.org/knowledgebase/KnowledgebaseCategory86.aspx	0	 >> Global >> Future Trends >> Summary	Summary	
http://ggim.un.org/knowledgebase/KnowledgebaseCategory62.aspx	http://ggim.un.org/knowledgebase/KnowledgebaseCategory87.aspx	0	 >> Global >> Future Trends >> Other Relevant Documents	Other Relevant Documents	
http://ggim.un.org/knowledgebase/KnowledgebaseCategory62.aspx	http://ggim.un.org/knowledgebase/KnowledgebaseCategory64.aspx	0	 >> Global >> Future Trends >> Second Edition	Second Edition	In acknowledging the benefit and impact that the Future Trends report has had in the global geospatial information community, and in light of the 2016 ECOSOC review of all aspects of the Committee’s work and operations, the Committee, at its fourth session, decided that an update of the Future Trends report should be completed in 2015 in order to assist in informing the review. With leadership from Ordnance Survey, United Kingdom, this new updated report is been prepared through a global consensus process. As well as exploring new areas, the version highlights changes to the trends identified in the original report, showing how the role of governments is changing, and documenting the increasing role of data collection technologies and processes.
http://ggim.un.org/knowledgebase/KnowledgebaseCategory62.aspx	http://ggim.un.org/knowledgebase/KnowledgebaseCategory65.aspx	0	 >> Global >> Future Trends >> Original Version	Original Version	At its first session, held in October 2011, the United Nations Committee of Experts on Global Geospatial Information Management discussed the topic of “strategic considerations of technological and substantive advances in geospatial and interrelated information infrastructure. The Committee established a working group in October 2011, led by Ordnance Survey of United Kingdom, to document the future trends and development in geospatial information management for the Committee’s consideration at its second session. Thus, a first version was developed and published in 2013.
http://ggim.un.org/knowledgebase/KnowledgebaseCategory11.aspx	http://ggim.un.org/knowledgebase/KnowledgebaseCategory88.aspx	1	 >> Global >> Development of a Statement of Shared Principles for the Management of Geospatial Information	Development of a Statement of Shared Principles for the Management of Geospatial Information	
http://ggim.un.org/knowledgebase/KnowledgebaseCategory88.aspx	http://ggim.un.org/knowledgebase/KnowledgebaseCategory89.aspx	0	 >> Global >> Development of a Statement of Shared Principles for the Management of Geospatial Information >> Report	Report	
http://ggim.un.org/knowledgebase/KnowledgebaseCategory88.aspx	http://ggim.un.org/knowledgebase/KnowledgebaseCategory90.aspx	0	 >> Global >> Development of a Statement of Shared Principles for the Management of Geospatial Information >> Summary	Summary	
http://ggim.un.org/knowledgebase/KnowledgebaseCategory88.aspx	http://ggim.un.org/knowledgebase/KnowledgebaseCategory91.aspx	0	 >> Global >> Development of a Statement of Shared Principles for the Management of Geospatial Information >> Other Relevant Documents	Other Relevant Documents	
http://ggim.un.org/knowledgebase/KnowledgebaseCategory11.aspx	http://ggim.un.org/knowledgebase/KnowledgebaseCategory40.aspx	1	 >> Global >> Geospatial Information (GI) and SDGs	Geospatial Information (GI) and SDGs	Geospatial information technologies have become critical tools to support national development, economic growth, improved decision making and policy formulation. According to the Rio+20 outcome document, ‘The Future We Want’, specifically recognized the importance of “reliable geospatial information” in the areas of national disaster risk reduction strategies and plans (including comprehensive hazard and risk assessments), and for sustainable development, policymaking, programming and project operations. Geospatial information is ubiquitous and can be applied to support every aspect of national development: development and planning; health care and social intervention; disaster management and climate change; crime management; infrastructure management; land management; natural resource management; agriculture; education administration; business; and environmental management. 
http://ggim.un.org/knowledgebase/KnowledgebaseCategory40.aspx	http://ggim.un.org/knowledgebase/KnowledgebaseCategory41.aspx	0	 >> Global >> Geospatial Information (GI) and SDGs >> Role of GI in the SDGs	Role of GI in the SDGs	
http://ggim.un.org/knowledgebase/KnowledgebaseCategory40.aspx	http://ggim.un.org/knowledgebase/KnowledgebaseCategory42.aspx	0	 >> Global >> Geospatial Information (GI) and SDGs >> Visuals	Visuals	
http://ggim.un.org/knowledgebase/KnowledgebaseCategory40.aspx	http://ggim.un.org/knowledgebase/KnowledgebaseCategory103.aspx	0	 >> Global >> Geospatial Information (GI) and SDGs >> Report	Report	
http://ggim.un.org/knowledgebase/KnowledgebaseCategory40.aspx	http://ggim.un.org/knowledgebase/KnowledgebaseCategory104.aspx	0	 >> Global >> Geospatial Information (GI) and SDGs >> Summary	Summary	
http://ggim.un.org/knowledgebase/KnowledgebaseCategory40.aspx	http://ggim.un.org/knowledgebase/KnowledgebaseCategory105.aspx	0	 >> Global >> Geospatial Information (GI) and SDGs >> Other Relevant Documents	Other Relevant Documents	
http://ggim.un.org/knowledgebase/KnowledgebaseCategory11.aspx	http://ggim.un.org/knowledgebase/KnowledgebaseCategory6.aspx	1	 >> Global >> Questionnaires	Questionnaires	Of fundamental importance and input to the knowledge base is profiling the status of national geospatial information management and systems in Member States.  In this regard, the UN-GGIM Secretariat prepared (one of them in collaboration with ISPRS) and sent out questionnaires inviting national geospatial information authorities organisations to participate in a global surveys that seek to capture the present status of geospatial information management, in terms of status of mapping, geodetic reference frame, institutional arrangements, and integration of geospatial and statistical information.
http://ggim.un.org/knowledgebase/KnowledgebaseCategory6.aspx	http://ggim.un.org/knowledgebase/KnowledgebaseCategory7.aspx	1	 >> Global >> Questionnaires >> Status of Mapping in the World	Status of Mapping in the World	"The questionnaire on the Status of Mapping in the World was distributed globally in April 2012 by the Secretariat of UN-GGIM to the national mapping agencies of the Member States (The original questionnaire was in English, accompanied by versions in French, Russian and Spanish, to support its use by a wider technical audience). The analysis was carried out by ISPRS (by Prof. Gottfried Konecny) and the initial results concerned 91 responses (from 90 UN Member States and 1 from Northern Ireland) that have been received as of the end of May 2013. In terms of the number of responses from the various regions, Europe has provided 36 responses, followed by the Americas (15), Africa (20), and by Asia and the Pacific (19). The responses cover only about 50% of the global land areas, and without the coverage of the ocean areas which constitute 2/3 of the globe (See results in the report E/C.20/2013/15/Add.1 presented to the 3rd session of UN-GGIM, held in Cambridge in July 2013).
 It is worth noting that additional countries have responded and, as of the end of May 2014, the total number is 105 countries.
"
http://ggim.un.org/knowledgebase/KnowledgebaseCategory7.aspx	http://ggim.un.org/knowledgebase/KnowledgebaseCategory45.aspx	0	 >> Global >> Questionnaires >> Status of Mapping in the World >> Interactive Maps	Interactive Maps	
http://ggim.un.org/knowledgebase/KnowledgebaseCategory6.aspx	http://ggim.un.org/knowledgebase/KnowledgebaseCategory8.aspx	0	 >> Global >> Questionnaires >> Geodetic Reference Framework	Geodetic Reference Framework	The questionnaire was distributed globally in December 2012 by the Secretariat of UN-GGIM to the national mapping agencies of the Member States. The global geodetic questionnaire, requested by the Committee of Experts, was initially drafted by the Geodetic Reference Framework for Sustainable Development Working Group of UN-GGIM-AP, and further developed at a technical workshop on the margins of the UNRCC-AP held in Bangkok, October 2012. As of 16 May 2013, there were 99 questionnaire responses from 95 countries (multiple organizations from the same country completed individual surveys) which have been analyzed by the Regional Committee of United Nations Global Geospatial Information for Asia and the Pacific and the International Association of Geodesy (IAG). These include responses (percentages are calculated from the global total of countries, not by countries the questionnaire was originally sent to) from Europe (38), Asia (16), Africa (15), Middle East (10), Caribbean (5), Pacific (4), South America (4), and North America (3). See results in the report E/C.20/2013/4/Add.1 presented to the 3rd session of UN-GGIM, held in Cambridge in July 2013.
http://ggim.un.org/knowledgebase/KnowledgebaseCategory6.aspx	http://ggim.un.org/knowledgebase/KnowledgebaseCategory9.aspx	0	 >> Global >> Questionnaires >> National Institutional Arrangements	National Institutional Arrangements	The questionnaire on the status of national geospatial information management systems was circulated to all 193 Member States of the United Nations. Figure 1 in the attached Annex shows the number of responses from Member States per region is as follows: Europe (20); Asia & Pacific (13); Americas (11); Africa (9); Middle East (5). The objective of the global survey is to capture the status of geospatial information management to create a Member State profile that describes the organisational, technological, data and standards, legal and capacity characteristics of their national geospatial information management activities in order to help shape the strategic direction for the work of the Committee of Experts. The continued information gained should serve as a measure for the Committee’s progress and used to promote general awareness of geospatial information management initiatives across Member States. See results in the report E/C.20/2013/5/Add.1 presented to the 3rd session of UN-GGIM, held in Cambridge in July 2013.
http://ggim.un.org/knowledgebase/KnowledgebaseCategory6.aspx	http://ggim.un.org/knowledgebase/KnowledgebaseCategory22.aspx	0	 >> Global >> Questionnaires >> Integration of Geospatial and Statistical Information	Integration of Geospatial and Statistical Information	The United Nations Statistical Commission agreed that a programme review be conducted to understand the current geospatial activities of national statistical offices; the demands on national statistical offices for location-based information; what activities might be undertaken both nationally and internationally to enhance the integration of statistical and geospatial information; and the need for developing a statistical geospatial framework in national statistical systems. The Australian Bureau of Statistics was tasked to carry out this programme review in 2012, and to conduct a survey on the status of the integration of statistical and geospatial information within National Statistical Offices (NSO) globally. In total, 53 countries participated in the survey and the responses provided a wealth of information to the programme review which was presented for discussion to the forty-fourth session of the Statistical Commission, held in February 2013. In terms of the number of responses from the various regions, Europe has provided (24) responses, followed by Asia and the Pacific (13), Africa (9), and by the Americas (8). See results in the report E/CN.20/2013/4/2 presented to the 44th session of UN Statistical Commission.
http://ggim.un.org/knowledgebase/KnowledgebaseCategory11.aspx	http://ggim.un.org/knowledgebase/KnowledgebaseCategory63.aspx	1	 >> Global >> Status of Mapping in the World	Status of Mapping in the World	"The ""Status of Mapping in the World”  has been a continuing effort carried out by the International Society for Photogrammetry and Remote Sensing (ISPRS) as a valuable contribution to the work of the Committee since 2012. With contributions from 115 Member States (as at June 2015), the status of mapping provides a synopsis of the information collected on the infrastructure for mapping in various countries and regions, giving a comprehensive picture of the key trends, issues and gaps in the status of mapping and geospatial information in the world."
http://ggim.un.org/knowledgebase/KnowledgebaseCategory63.aspx	http://ggim.un.org/knowledgebase/KnowledgebaseCategory66.aspx	0	 >> Global >> Status of Mapping in the World >> Interactive Map	Interactive Map	
